     0.04000   0.01617
     0.08000   0.06568
     0.12000   0.10422
     0.16000   0.14169
     0.20000   0.17798
     0.24000   0.21296
     0.28000   0.24646
     0.32000   0.27828
     0.36000   0.30824
     0.40000   0.33618
     0.44000   0.36196
     0.48000   0.38550
     0.52000   0.40677
     0.56000   0.42577
     0.60000   0.44256
     0.64000   0.45720
     0.68000   0.46980
     0.72000   0.48048
     0.76000   0.48935
     0.80000   0.49656
     0.84000   0.50224
     0.88000   0.50652
     0.92000   0.50954
     0.96000   0.51140
     1.00000   0.51225
     1.04000   0.51217
     1.08000   0.51128
     1.12000   0.50967
     1.16000   0.50742
     1.20000   0.50462
     1.24000   0.50133
     1.28000   0.49762
     1.32000   0.49355
     1.36000   0.48917
     1.40000   0.48453
     1.44000   0.47967
     1.48000   0.47462
     1.52000   0.46943
     1.56000   0.46411
     1.60000   0.45870
     1.64000   0.45322
     1.68000   0.44770
     1.72000   0.44214
     1.76000   0.43656
     1.80000   0.43099
     1.84000   0.42542
     1.88000   0.41988
     1.92000   0.41436
     1.96000   0.40889
     2.00000   0.40346
     2.04000   0.39808
     2.08000   0.39276
     2.12000   0.38750
     2.16000   0.38231
     2.20000   0.37718
     2.24000   0.37212
     2.28000   0.36714
     2.32000   0.36222
     2.36000   0.35738
     2.40000   0.35262
     2.44000   0.34793
     2.48000   0.34332
     2.52000   0.33878
     2.56000   0.33432
     2.60000   0.32993
     2.64000   0.32562
     2.68000   0.32138
     2.72000   0.31722
     2.76000   0.31312
     2.80000   0.30910
     2.84000   0.30515
     2.88000   0.30127
     2.92000   0.29746
     2.96000   0.29372
     3.00000   0.29004
     3.04000   0.28643
     3.08000   0.28288
     3.12000   0.27940
     3.16000   0.27597
     3.20000   0.27261
     3.24000   0.26931
     3.28000   0.26606
     3.32000   0.26287
     3.36000   0.25974
     3.40000   0.25667
     3.44000   0.25364
     3.48000   0.25067
     3.52000   0.24776
     3.56000   0.24489
     3.60000   0.24207
     3.64000   0.23930
     3.68000   0.23657
     3.72000   0.23390
     3.76000   0.23127
     3.80000   0.22868
     3.84000   0.22614
     3.88000   0.22363
     3.92000   0.22117
     3.96000   0.21876
     4.00000   0.21638
     4.04000   0.21404
     4.08000   0.21173
     4.12000   0.20947
     4.16000   0.20724
     4.20000   0.20505
     4.24000   0.20289
     4.28000   0.20077
     4.32000   0.19868
     4.36000   0.19662
     4.40000   0.19459
     4.44000   0.19260
     4.48000   0.19064
     4.52000   0.18870
     4.56000   0.18680
     4.60000   0.18493
     4.64000   0.18308
     4.68000   0.18126
     4.72000   0.17947
     4.76000   0.17771
     4.80000   0.17597
     4.84000   0.17425
     4.88000   0.17257
     4.92000   0.17090
     4.96000   0.16926
     5.00000   0.16765
     5.04000   0.16605
     5.08000   0.16448
     5.12000   0.16293
     5.16000   0.16141
     5.20000   0.15990
     5.24000   0.15842
     5.28000   0.15695
     5.32000   0.15551
     5.36000   0.15409
     5.40000   0.15268
     5.44000   0.15129
     5.48000   0.14993
     5.52000   0.14858
     5.56000   0.14725
     5.60000   0.14593
     5.64000   0.14464
     5.68000   0.14336
     5.72000   0.14209
     5.76000   0.14085
     5.80000   0.13962
     5.84000   0.13840
     5.88000   0.13720
     5.92000   0.13602
     5.96000   0.13485
     6.00000   0.13370
     6.04000   0.13256
     6.08000   0.13143
     6.12000   0.13032
     6.16000   0.12922
     6.20000   0.12813
     6.24000   0.12706
     6.28000   0.12600
     6.32000   0.12496
     6.36000   0.12392
     6.40000   0.12290
     6.44000   0.12189
     6.48000   0.12089
     6.52000   0.11991
     6.56000   0.11893
     6.60000   0.11797
     6.64000   0.11702
     6.68000   0.11607
     6.72000   0.11514
     6.76000   0.11422
     6.80000   0.11332
     6.84000   0.11242
     6.88000   0.11153
     6.92000   0.11065
     6.96000   0.10978
     7.00000   0.10892
     7.04000   0.10807
     7.08000   0.10723
     7.12000   0.10640
     7.16000   0.10557
     7.20000   0.10476
     7.24000   0.10395
     7.28000   0.10315
     7.32000   0.10237
     7.36000   0.10159
     7.40000   0.10081
     7.44000   0.10006
     7.48000   0.09930
     7.52000   0.09857
     7.56000   0.09779
     7.60000   0.09703
     7.64000   0.09637
     7.68000   0.09564
     7.72000   0.09495
     7.76000   0.09424
     7.80000   0.09357
     7.84000   0.09282
     7.88000   0.09195
     7.92000   0.09147
     7.96000   0.09029
