     0.04000   0.02482
     0.08000   0.07438
     0.12000   0.11313
     0.16000   0.15094
     0.20000   0.18769
     0.24000   0.22322
     0.28000   0.25736
     0.32000   0.28994
     0.36000   0.32076
     0.40000   0.34965
     0.44000   0.37645
     0.48000   0.40106
     0.52000   0.42341
     0.56000   0.44347
     0.60000   0.46126
     0.64000   0.47684
     0.68000   0.49026
     0.72000   0.50165
     0.76000   0.51111
     0.80000   0.51878
     0.84000   0.52478
     0.88000   0.52925
     0.92000   0.53234
     0.96000   0.53417
     1.00000   0.53486
     1.04000   0.53453
     1.08000   0.53331
     1.12000   0.53128
     1.16000   0.52856
     1.20000   0.52521
     1.24000   0.52133
     1.28000   0.51699
     1.32000   0.51225
     1.36000   0.50717
     1.40000   0.50180
     1.44000   0.49620
     1.48000   0.49039
     1.52000   0.48443
     1.56000   0.47834
     1.60000   0.47215
     1.64000   0.46590
     1.68000   0.45959
     1.72000   0.45325
     1.76000   0.44691
     1.80000   0.44057
     1.84000   0.43424
     1.88000   0.42795
     1.92000   0.42170
     1.96000   0.41549
     2.00000   0.40934
     2.04000   0.40326
     2.08000   0.39724
     2.12000   0.39129
     2.16000   0.38543
     2.20000   0.37963
     2.24000   0.37393
     2.28000   0.36830
     2.32000   0.36276
     2.36000   0.35731
     2.40000   0.35194
     2.44000   0.34666
     2.48000   0.34147
     2.52000   0.33637
     2.56000   0.33135
     2.60000   0.32642
     2.64000   0.32157
     2.68000   0.31682
     2.72000   0.31214
     2.76000   0.30755
     2.80000   0.30304
     2.84000   0.29861
     2.88000   0.29426
     2.92000   0.28999
     2.96000   0.28580
     3.00000   0.28169
     3.04000   0.27765
     3.08000   0.27368
     3.12000   0.26978
     3.16000   0.26596
     3.20000   0.26220
     3.24000   0.25851
     3.28000   0.25489
     3.32000   0.25134
     3.36000   0.24784
     3.40000   0.24441
     3.44000   0.24105
     3.48000   0.23774
     3.52000   0.23449
     3.56000   0.23130
     3.60000   0.22816
     3.64000   0.22508
     3.68000   0.22206
     3.72000   0.21908
     3.76000   0.21616
     3.80000   0.21329
     3.84000   0.21047
     3.88000   0.20769
     3.92000   0.20497
     3.96000   0.20229
     4.00000   0.19965
     4.04000   0.19706
     4.08000   0.19452
     4.12000   0.19201
     4.16000   0.18955
     4.20000   0.18713
     4.24000   0.18474
     4.28000   0.18240
     4.32000   0.18009
     4.36000   0.17783
     4.40000   0.17560
     4.44000   0.17340
     4.48000   0.17124
     4.52000   0.16911
     4.56000   0.16702
     4.60000   0.16496
     4.64000   0.16293
     4.68000   0.16094
     4.72000   0.15897
     4.76000   0.15703
     4.80000   0.15513
     4.84000   0.15325
     4.88000   0.15140
     4.92000   0.14958
     4.96000   0.14779
     5.00000   0.14603
     5.04000   0.14429
     5.08000   0.14257
     5.12000   0.14088
     5.16000   0.13922
     5.20000   0.13758
     5.24000   0.13596
     5.28000   0.13437
     5.32000   0.13280
     5.36000   0.13126
     5.40000   0.12973
     5.44000   0.12823
     5.48000   0.12674
     5.52000   0.12528
     5.56000   0.12384
     5.60000   0.12242
     5.64000   0.12102
     5.68000   0.11964
     5.72000   0.11828
     5.76000   0.11693
     5.80000   0.11561
     5.84000   0.11430
     5.88000   0.11301
     5.92000   0.11174
     5.96000   0.11048
     6.00000   0.10924
     6.04000   0.10802
     6.08000   0.10681
     6.12000   0.10562
     6.16000   0.10445
     6.20000   0.10329
     6.24000   0.10214
     6.28000   0.10101
     6.32000   0.09990
     6.36000   0.09880
     6.40000   0.09771
     6.44000   0.09664
     6.48000   0.09558
     6.52000   0.09454
     6.56000   0.09350
     6.60000   0.09248
     6.64000   0.09148
     6.68000   0.09048
     6.72000   0.08950
     6.76000   0.08853
     6.80000   0.08758
     6.84000   0.08663
     6.88000   0.08570
     6.92000   0.08478
     6.96000   0.08386
     7.00000   0.08296
     7.04000   0.08208
     7.08000   0.08120
     7.12000   0.08033
     7.16000   0.07947
     7.20000   0.07863
     7.24000   0.07779
     7.28000   0.07696
     7.32000   0.07615
     7.36000   0.07534
     7.40000   0.07454
     7.44000   0.07375
     7.48000   0.07297
     7.52000   0.07220
     7.56000   0.07144
     7.60000   0.07069
     7.64000   0.06995
     7.68000   0.06921
     7.72000   0.06849
     7.76000   0.06777
     7.80000   0.06706
     7.84000   0.06636
     7.88000   0.06567
     7.92000   0.06498
     7.96000   0.06430
